class,Precision,Recall,mAP50,mAP50-95
hand_in_pocket,0.8565536901824895,0.6413589552520009,0.6601966076727892,0.22271368412012937
no_hand_in_pocket,0.6728630087342555,0.5777777777777777,0.453987012987013,0.2831038344778177
